Domain,Unique Identifier,ID,Name,Tribal Code,Last Change Date,Description,Type
Organization(Organization),1309,CSR_EPA_CWA-106,Cold Springs Rancheria of Mono Indians of California (Tribal),511,2/13/2019 1:40:53 PM,Cold Springs Rancheria of Mono Indians of California (Tribal) || Cold Springs Rancheria of Mono Indians of California (Tribal),Tribal
Organization(Organization),5286,CSU-CIVIL&ENVIRONMENTAL-ENG,Colorado State University,,6/2/2022 3:25:23 PM,,University/College
Organization(Organization),11367,CSU_AWQP,Colorado State University Agricultural Water Quality Program,,5/13/2024 5:01:36 PM,,Volunteer
Organization(Organization),4866,CTA_WQX,Craig Tribal Association (Tribal),S05,10/11/2017 2:39:19 PM,Craig Tribal Association (Tribal) || Craig Tribal Association (Tribal),Tribal
Organization(Organization),727,CTCLUSI_WQX,"Confederated Tribes of the Coos, Lower Umpqua and Siuslaw Indians of Oregon",152,1/22/2025 10:36:40 AM,,Tribal
Organization(Organization),7648,CTEPO_WQX,Cahuilla Band of Indians - Cahuilla Tribal Environmental Office (Tribal),569,12/12/2018 5:15:57 PM,Cahuilla Band of Indians - Cahuilla Tribal Environmental Office (Tribal) || Cahuilla Band of Indians - Cahuilla Tribal Environmental Office (Tribal),Tribal
Organization(Organization),729,CTGR,Confederated Tribes of the Grand Ronde Community of Oregon (Tribal),141,6/8/2023 5:34:27 PM,Confederated Tribes of the Grand Ronde Community of Oregon (Tribal) || Confederated Tribes of the Grand Ronde Community of Oregon (Tribal),Tribal
Organization(Organization),12587,CTGRGOSHUTE,Goshute Indian Tribe (Utah),681,1/28/2025 6:01:45 PM,Confederated Tribes Of The Goshute Reservation,Tribal
Organization(Organization),745,CTSI_WQX,Confederated Tribes of Siletz Indians of Oregon (Tribal),142,11/20/2024 1:43:39 PM,Confederated Tribes of Siletz Indians of Oregon (Tribal) || Confederated Tribes of Siletz Indians of Oregon (Tribal),Tribal
Organization(Organization),769,CTUIR_WQX,Confederated Tribes of the Umatilla Indian Reservation (Tribal),143,4/9/2024 10:50:55 AM,Confederated Tribes of the Umatilla Indian Reservation (Tribal) || Confederated Tribes of the Umatilla Indian Reservation (Tribal),Tribal
Organization(Organization),8686,CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),,11/15/2024 8:29:40 AM,CT DEEP Volunteer Water Monitoring Program,Volunteer
Organization(Organization),92,CT_DEP01_WQX,Connecticut Department Of Energy And Environmental Protection,,9/20/2024 4:08:37 PM,This is the central agency for all water quality data in this system,*State Government US
Organization(Organization),12506,CT_NERR,Connecticut National Estuarine Research Reserve,,12/12/2024 4:30:22 PM,,
Organization(Organization),8453,CURRY_WP,Curry Watershed Partnerships,,7/13/2023 3:23:22 PM,Erin Minster - Current VolMon group,Volunteer
Organization(Organization),12166,CUSH,"Clean Up Sound & Harbor, Inc. (CUSH)",,11/13/2024 12:58:41 PM,"Working to eliminate nitrogen pollution, bacterial contamination and plastic waste from our local waters.",Private Non-Industrial
Organization(Organization),6347,CUSP,Coalition for the Upper South Platte (Volunteer)*,,2/11/2016 7:25:14 AM,CDSN - Coalition for the Upper South Platte,Private Non-Industrial
Organization(Organization),8806,CVC,Conemaugh Valley Conservancy,,7/15/2020 11:01:21 AM,Conemaugh Valley Conservancy,Private Industry
Organization(Organization),761,CWLT_WQX,Cahto Tribe of the Laytonville Rancheria (Tribal),524,11/15/2024 12:13:37 PM,Cahto Tribe of the Laytonville Rancheria (Tribal) || Cahto Tribe of the Laytonville Rancheria (Tribal),Tribal
Organization(Organization),11226,CWQL,Coe College Water Quality Laboratory,,4/24/2023 7:40:44 AM,,University/College
Organization(Organization),811,CWSC_WQX,Colorado Water Science Center,,4/21/2009 12:00:00 AM,,Private Non-Industrial
Organization(Organization),245,CWSD_WQX,Centennial Water and Sanitation District,,8/5/2013 5:42:41 PM,Water Quality Monitoring Data and and SPCURE member,Private Industry
Organization(Organization),7266,DAUPHINCD_WQX,Dauphin County Conservation District,,3/4/2017 2:08:29 PM,Dauphin County Conservation District,Local/US Government
Organization(Organization),8886,DCD,Dickinson Conservation District,,11/25/2019 12:53:43 PM,Dickinson Conservation District,Local/US Government
Organization(Organization),756,DCRBPI_ WQX,"Dry Creek Rancheria Band of Pomo Indians, California (Tribal)",515,1/31/2023 5:02:47 PM,"Dry Creek Rancheria Band of Pomo Indians, California (Tribal) || Dry Creek Rancheria Band of Pomo Indians, California (Tribal)",Tribal
Organization(Organization),251,DDEH_WQX,Denver Department of Environmental Health,,6/22/2001 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),645,DEER_CREEK,EPA Region 9,,8/3/2017 1:06:28 PM,EPA Region 9; ,Federal/US Government
Organization(Organization),10026,DELACIB,Delaware Center for the Inland Bays,,8/19/2021 2:21:23 PM,Delaware Center for the Inland Bays Water Monitoring Data,Private Non-Industrial
Organization(Organization),821,DELAWARENATION,"Delaware Nation, Oklahoma (Tribal)",807,12/10/2024 10:44:43 AM,"Delaware Nation, Oklahoma (Tribal) || Delaware Nation, Oklahoma (Tribal)",Tribal
Organization(Organization),1,DEMOTEST,Test Organization (Volunteer),,1/24/2018 11:14:00 AM,Test Organization; ,Volunteer
Organization(Organization),5806,DEMOTEST_WQX,DEMOTEST_WQX,,2/11/2019 6:54:46 PM,Department of Natural Resources,Local/US Government
Organization(Organization),4826,DENTONWATERSHED_WQX,City of Denton Watershed Protection Program,,8/27/2014 4:33:46 PM,,Local/US Government
Organization(Organization),4466,DIAL_CORDY_WQX,Dial Cordy and Associates (Volunteer)*,,4/15/2014 4:28:43 PM,,Private Non-Industrial
Organization(Organization),11786,DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,,1/17/2025 3:33:40 PM,,State/US Government
Organization(Organization),224,DOEE,District Of Columbia Department Of Energy And Environment-water Quality Division,,2/13/2025 1:48:38 PM,Water Quality Monitoring Data for all the Waters in the state,*State Government US
Organization(Organization),8646,DRBA,Dan River Basin Association (Volunteer)*,,6/14/2019 12:19:57 PM,Dan River Basin Association,Private Non-Industrial
Organization(Organization),1054,DRBC,Delaware River Basin Commission,,1/14/2025 3:17:22 PM,Interstate River Basin Commission,State/US Government
Organization(Organization),1021,DRMPWQX,Mescalero Apache Tribe DRMP,702,1/30/2025 4:16:41 PM,Region 6 - ENIPC - Mescalero Apache Tribe,Tribal
Organization(Organization),1379,DRMS,"Colorado Division of Reclamation, Mining and Safety (DRMS) (Volunteer)",,7/1/2013 9:38:53 PM,"Colorado Division of Reclamation, Mining and Safety (DRMS), Inactive Mines Program (IMP)",Volunteer
Organization(Organization),1200,DRN,Delaware Riverkeeper Network (Volunteer)*,,7/6/2010 12:42:26 PM,Delaware Riverkeeper Network,Private Non-Industrial
Organization(Organization),806,DUCKWATER,"Duckwater Shoshone Tribe of the Duckwater Reservation, Nevada (Tribal)",642,6/12/2018 8:52:51 AM,"Duckwater Shoshone Tribe of the Duckwater Reservation, Nevada (Tribal) || Duckwater Shoshone Tribe of the Duckwater Reservation, Nevada (Tribal)",Tribal
Organization(Organization),4547,DVSJ,Death Valley Timbi-sha Shoshone Tribe (Tribal),693,7/2/2014 6:57:07 PM,Death Valley Timbi-sha Shoshone Tribe (Tribal) || Death Valley Timbi-sha Shoshone Tribe (Tribal),Tribal
Organization(Organization),1291,DWH_SCRIBE1082,BP Deep Water Horzon Oil Spill,,8/3/2017 4:22:53 PM,Surface water and sediment sampling collected in response to the BP Gulf of Mexico Oil Spill,Private Industry
Organization(Organization),4706,EAENGINEERING_WQX,"EA Engineering, Science and Technology Inc.",,8/20/2014 6:10:32 PM,,Private Non-Industrial
Organization(Organization),648,EBCI,Eastern Band of Cherokee Indians (Tribal),001,7/15/2024 1:04:40 PM,Eastern Band of Cherokee Indians (Tribal) || Eastern Band of Cherokee Indians (Tribal),Tribal
Organization(Organization),7166,EBR_WQX,City of Baton Rouge and Parish of East Baton Rouge,,1/30/2017 5:12:44 PM,City of Baton Rouge and Parish of East Baton Rouge,Local/US Government
Organization(Organization),3666,ECLS_WQX,ECLS (New Jersey),,8/2/2017 1:54:05 PM,Environmental and Chemical Laboratory Services ,Private Industry
Organization(Organization),807,ECO-WNC,Environmental and Conservation Organization of Western North Carolina,,8/2/2017 6:22:33 PM,,State/US Government
Organization(Organization),5188,ECOLOG&RESEARCH,Ecological Logistics & Research Ltd. ,,11/21/2014 9:49:45 AM,Ecological Logistics & Research Ltd. ,Private Industry
Organization(Organization),5226,ECU_CSI_COASTALPROCESSES,ECU Coastal Processes Lab,,8/3/2017 2:13:21 PM,,University/College
Organization(Organization),9986,ECU_ECOL_ENGR,East Carolina University Ecological Engineering Lab,,7/20/2021 3:21:22 PM,,University/College
Organization(Organization),113,EFDELRBC_WQX,Delaware River Basin Commisssion,,8/2/2017 5:42:36 PM,Effluent Data,State/US Government
Organization(Organization),1394,ELEPHANTFISH,"ElephantFish, LLC",589,11/15/2023 7:10:22 PM,"ElephantFish, LLC",Private Non-Industrial
Organization(Organization),1032,ELISS,EPA Long Island Sound Study,,4/21/2009 12:00:00 AM,,Federal/US Government
Organization(Organization),1343,ELKVALLEYCA_WQX,"Elk Valley Rancheria, California (Tribal)",559,9/25/2024 4:45:40 PM,"Elk Valley Rancheria, California (Tribal) || Elk Valley Rancheria, California (Tribal)",Tribal
Organization(Organization),12186,ELMONTGOMERY,"Montgomery & Associates, Inc.",,2/28/2025 4:50:34 PM,,Private Non-Industrial
Organization(Organization),11186,ELP12345,Engineering and Land Planning Associates,,4/11/2023 4:47:36 PM,,Volunteer
Organization(Organization),669,ELWHA1_WQX,Lower Elwha Tribal Community (Tribal),125,5/29/2008 12:00:00 AM,Lower Elwha Tribal Community (Tribal) || Lower Elwha Tribal Community (Tribal),Tribal
Organization(Organization),1029,ELWHAWQ1_WQX,Lower Elwha Klallam Tribe (Tribal),125,10/15/2024 2:30:57 PM,,Tribal
Organization(Organization),169,EMAP_CS_WQX,Environmental Monitoring and Assessment Program,,12/10/2018 3:13:11 PM,Coastal,Federal/US Government
Organization(Organization),770,EMAP_GRE,EMAP-Great Rivers Ecosystems,,12/10/2018 3:12:25 PM,,Federal/US Government
Organization(Organization),8666,EMSWCD,East Multnomah Soil and Water Conservation District,,2/24/2020 4:28:40 PM,East Multnomah Soil and Water Conservation District,Local/US Government
Organization(Organization),12466,EMU_WATER,Eastern Mennonite University Department of Biology,,11/22/2024 12:10:06 PM,,University/College
Organization(Organization),668,ENVIROB1_WQX,Confederated Tribes of the Colville Reservation (Tribal),101,12/8/2022 12:01:39 PM,Confederated Tribes of the Colville Reservation (Tribal) || Confederated Tribes of the Colville Reservation (Tribal),Tribal
Organization(Organization),10846,ENVIROSCIENCEASSOC,Environmental Science Associates,,12/19/2022 8:04:41 PM,,Volunteer
Organization(Organization),768,EOR_WQX,Emmons  & Oliver Resources,,1/25/2010 10:38:30 AM,,Private Industry
Organization(Organization),7726,EPA-C_WQX,EPA Staging Area -CBP,,3/26/2018 12:27:24 PM,CBP (TEST/Staging Environment),Local/US Government
Organization(Organization),7186,EPA-EAID-R3_WQX,EPA_EAID_R3,,2/3/2017 6:26:46 AM,,Federal/US Government
Organization(Organization),11086,EPA-FSB-R3_WQX,EPA-FSB-R3,,3/24/2023 10:10:14 AM,,Federal/US Government
Organization(Organization),7187,EPA-WPD-R3_WQX,EPA Region 3 TMDL Program,,2/3/2017 8:22:24 AM,EPA Region 3 TMDL Program,Federal/US Government
Organization(Organization),9706,EPAORD,EPA Office of Research and Development,,4/7/2021 8:08:03 AM,EPA Office of Research and Development,Federal/US Government
Organization(Organization),9526,EPAORD_WQX,EPA Office of Research and Development,,11/24/2020 1:38:44 PM,EPA Office of Research and Development,Federal/US Government
Organization(Organization),1033,EPAR2,EPA Region 2,,10/12/2022 9:28:37 AM,US EPA Region 2 - Clean Water Division,Federal/US Government
Organization(Organization),4206,EPAR2_USVIBAWQMP_WQX,EPA Region 2,,1/31/2025 1:13:36 PM,US Virgin Islands Beach Advisory Water Quality Monitoring Program,Federal/US Government
Organization(Organization),5848,EPAR5_SLR_WQX,EPA Region 5,,5/27/2016 2:33:47 PM,Sea Level Rise (SLR) and (http:///www.csc.noaa.gov/slr),Federal/US Government
Organization(Organization),12526,EPAR5_WQX,EPA Region 5 Office,,2/28/2025 10:52:41 AM,,Federal/US Government
Organization(Organization),892,EPAREG6_WQX,US EPA Region 6,,7/11/2019 4:47:32 PM,"US EPA, Region 6 Dallas, TX",Federal/US Government
Organization(Organization),7628,EPASTAGINGD,North American Lake Management Society,,10/26/2022 9:34:43 AM,Volunteer,Federal/US Government
Organization(Organization),1069,EPATEST,EPA Outreach,,1/24/2018 11:14:51 AM,,Federal/US Government
Organization(Organization),7026,EPATESTA_PAM,EPA Outreach A BLASDELL,,12/16/2016 2:41:47 PM,,Federal/US Government
Organization(Organization),6373,EPA_GLNPO,EPA Great Lakes National Program,,1/25/2024 10:46:23 AM,Will be used to store the historical GLENDA data that will be added to the WQX in the future.,Federal/US Government
Organization(Organization),11466,EPA_MPRSAMONITORING,"EPA Marine Protection, Research and Sanctuaries Act (MPRSA)",,8/23/2023 7:10:32 PM,,Federal/US Government
Organization(Organization),1386,EPA_OCMA_R1,"US EPA Ocean Monitoring and Assessment, Region 1",,10/26/2012 8:01:10 PM,,Federal/US Government
Organization(Organization),1349,EPA_OCMA_R2,"US EPA Ocean Monitoring and Assessment, Region 2",,1/26/2018 11:43:25 AM,,Federal/US Government
Organization(Organization),4326,EPA_OCMA_R4,EPA Ocean and Coastal Monitoring and Assessment - Region 4,,5/30/2014 12:10:51 PM,,Federal/US Government
Organization(Organization),8766,EPA_OCMA_R6,EPA Ocean and Coastal Monitoring Assessment,,8/21/2019 1:20:42 PM,EPA Ocean and Coastal Monitoring Assessment,Federal/US Government
Organization(Organization),7626,EPA_R2,EPA Region 2,,1/10/2018 9:09:47 AM,EPA Region 2,Federal/US Government
Organization(Organization),7627,EPA_R2_EXT,EPA Region 2,,1/10/2018 9:09:27 AM,EPA Region 2 Volunteer Partners,Federal/US Government
Organization(Organization),8626,EPA_R7_GRANT_WQX,Grantee groups in EPA Region 7,,9/12/2019 4:41:08 PM,Grantee groups in EPA Region 7,Federal/US Government
Organization(Organization),196,EPA_R7_WQX,EPA R7,,11/18/2024 12:47:38 PM,U.S. Environmental Protection Agency,Federal/US Government
Organization(Organization),837,EPA_REGION_2,Environmental Protection Agency Region 2,,11/14/2018 11:39:27 AM,,Federal/US Government
Organization(Organization),7126,EPA_WPD_R3,US EPA Region 3 Water Protection Division,,1/12/2017 12:52:30 PM,,Federal/US Government
Organization(Organization),11646,EPIC_WQX,Environmental Policy Innovation Center (EPIC),,11/7/2023 11:45:04 AM,,Private Industry
Organization(Organization),1347,EQUILIBRIUM,Equilibrium,,3/29/2024 7:42:46 PM,,Private Industry
Organization(Organization),8186,ERG,"Eastern Research Group, Inc.",,12/13/2024 6:03:43 PM,"Eastern Research Group, Inc.",Private Industry
Organization(Organization),12146,ERMMINNEAPOLIS,Environmental Resource Management (ERM) Minneapolis,,7/12/2024 5:15:37 PM,,Private Non-Industrial
Organization(Organization),3586,ERWC,Eagle River Watershed Council (ERWC) (Volunteer),,10/31/2023 3:09:40 PM,,Volunteer
Organization(Organization),12366,ERWSCC_WQX,Eightmile River Wild and Scenic Watershed in Connecticut,,11/21/2024 8:09:41 PM,,Private Non-Industrial
Organization(Organization),9547,ERWSD,Eagle River Water and Sanitation District,,1/5/2021 5:31:09 PM,Eagle River Water and Sanitation District,Local/US Government
Organization(Organization),9926,ESATR08_WQX,ESAT Region 08,,6/9/2021 5:03:45 PM,TechLaw/USEPA ESAT R08 Water Quality Data,Federal/US Government
Organization(Organization),1013,ESTOO,Eastern Shawnee Tribe of Oklahoma (Tribal),921,4/21/2009 12:00:00 AM,Eastern Shawnee Tribe of Oklahoma (Tribal) || Eastern Shawnee Tribe of Oklahoma (Tribal),Tribal
Organization(Organization),442,ESTO_WQX,Eastern Shawnee Tribe of Oklahoma,,1/3/2025 11:36:36 AM,,Tribal
Organization(Organization),1209,ETEC,Ewing Twp Envl Commission,,8/3/2017 4:21:54 PM,,Private Industry
Organization(Organization),10168,EXLSTREAM1,Experience Learning,,10/7/2021 2:15:12 PM,Appalachian Watershed & Stream Monitors (AWSM) program,Volunteer
Organization(Organization),12026,FA-NJ,Foodshed Alliance,,8/15/2024 12:27:40 PM,,Private Non-Industrial
Organization(Organization),698,FAEC,Fields & Associates Environmental Consulting (California),,10/16/2008 12:00:00 AM,Water Quality Monitoring Data,Private Non-Industrial
Organization(Organization),12588,FBIC,Fort Bidwell Indian Community,,1/28/2025 5:31:45 PM,Fort Bidwell Reservation,Tribal
Organization(Organization),1229,FCPOTAWATOMI_WQX,Forest County Potawatomi Community (Tribal),434,10/15/2024 2:33:04 PM,,Tribal
Organization(Organization),12046,FIGRWQP,Federated Indians of Graton Rancheria (Tribal),622,2/25/2025 2:58:36 PM,,Tribal
