Domain,Unique Identifier,Code,Name,Description,Last Change Date,Context Code
Local Aquifer(AquiferInformation/LocalAquiferCode),640,02:221TONN,"Tonnie Siltstone Member, Chinitna Formation",221TONN,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),641,02:224ALTS,Aleuts Member of Kialagvik Formation,224ALTS,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),642,02:224BLKP,Blankenship Formation,224BLKP,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),643,02:224BWSR,Bowser Formation of Tuxedni Group,224BWSR,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),644,02:224CNFL,Cynthia Falls Sandstone of Tuxedni Group,224CNFL,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),645,02:224FZCK,Fitz Creek Siltstone of Tuxedni Group,224FZCK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),646,02:224GIKM,Gaikema Sandstone,224GIKM,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),647,02:224HZLN,Hazelton Group,224HZLN,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),648,02:224KGVK,Kialagvik Formation,224KGVK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),649,02:224KLSH,"Kolosh Member, Kialagvik Formation",224KLSH,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),650,02:224RDGC,Red Glacier Formation of Tuxedni Group,224RDGC,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),651,02:224TCRK,Twist Creek Siltstone of Tuxedni Group,224TCRK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),652,02:224THNE,Thane Volcanic Group,224THNE,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),653,02:224TICK,Twist Creek Siltstone of Tuxedni Group,224TICK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),654,02:224TRCK,Twist Creek Siltstone,224TRCK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),655,02:224TRDL,Tordrillo Formation,224TRDL,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),656,02:224TXDN,Tuxedni Group,224TXDN,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),657,02:227BDRK,Bidarka Formation,227BDRK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),658,02:227BKNM,Bokan Mountain Granite,227BKNM,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),659,02:227HRNM,"Horn Mountain Tuff Member, Talkeetna Formation",227HRNM,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),660,02:227LBCK,Lubbe Creek Formation,227LBCK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),661,02:227MCCR,Mc Carthy Formation,227MCCR,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),662,02:227MRCK,"Marsh Creek Breccia Member, Talkeetna Formation",227MRCK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),663,02:227PGCK,"Portage Creek Agglomerate Member, Talkeetna Formation",227PGCK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),664,02:227SGRV,Sag River Sandstone of Prudhoe Bay Group,227SGRV,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),665,02:227SKNN,Skwentna Group,227SKNN,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),666,02:227TKLN,Talkeetna Formation,227TKLN,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),667,02:230AMPR,Amphitheatre Basalt,230AMPR,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),668,02:230BLCV,Barlow Cove Formation,230BLCV,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),669,02:230GNDP,Goon Dip Greenstone,230GNDP,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),670,02:230GSTN,Gastineau Volcanic Group,230GSTN,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),671,02:230JACK,Jack Limestone,230JACK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),672,02:230PCPK,Pinnacle Peak Phyllite,230PCPK,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),673,02:230PRVC,Perseverance Slate,230PRVC,10/10/2019 10:42:48 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),674,02:230SBLK,Shublik Formation,230SBLK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),675,02:230TLRM,Taylor Mountain Granodiorite,230TLRM,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),676,02:230UYAK,Uyak Formation,230UYAK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),677,02:230WRFL,Waterfall Greenstone,230WRFL,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),678,02:230WSRP,Whitestripe Marble,230WSRP,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),679,02:231BILD,Burnt Island Conglomerate,231BILD,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),680,02:231CPPK,Chapin Peak Formation,231CPPK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),681,02:231CRLS,Cornwallis Limestone,231CRLS,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),682,02:231CTSN,Chitistone Limestone,231CTSN,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),683,02:231HDID,Hound Island Volcanics,231HDID,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),684,02:231HMID,Hamilton Island Limestone,231HMID,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),685,02:231HYD,Hyd Group,231HYD,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),686,02:231KEKU,Keku Volcanics,231KEKU,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),687,02:231KMSK,Kamishak Formation,231KMSK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),688,02:231KRCK,Karen Creek Sandstone,231KRCK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),689,02:231KSKL,Kuskulana Formation,231KSKL,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),690,02:231NBSN,Nabesna Limestone,231NBSN,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),691,02:231NHNT,Nehenta Formation,231NHNT,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),692,02:231NIZN,Nizina Limestone,231NIZN,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),693,02:231NKOL,Nikolai Greenstone,231NKOL,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),694,02:237IVSK,"Ivishak Member, Sadlerochit Formation",237IVSK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),695,02:237SDLC,Sadlerochit Formation,237SDLC,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),696,02:300BDRK,Bedrock Undifferentiated,300BDRK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),697,02:300CCMN,Cache Mountain Quartz Monzonite,300CCMN,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),698,02:300CDPG,Casadepaga Schist,300CDPG,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),699,02:300CHSN,Chisna Formation,300CHSN,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),700,02:300CLPK,Clark Peak Schist,300CLPK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),701,02:300ESTR,Esther Granite,300ESTR,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),702,02:300KKRK,Katakturuk Dolomite,300KKRK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),703,02:300KLTN,Klutina Group,300KLTN,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),704,02:300KNUT,Kanuti Group,300KNUT,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),705,02:300KVPK,Keevy Peak Formation,300KVPK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),706,02:300NKOK,Nikoka Group,300NKOK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),707,02:300NKPK,Neruokpuk Formation,300NKPK,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),708,02:300PPTS,Puppets Formation,300PPTS,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),709,02:300SPBY,Sheep Bay Granite,300SPBY,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),710,02:300WLES,Wales Group,300WLES,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),711,02:300WMHB,William Henry Bay Marble,300WMHB,10/10/2019 10:42:49 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),712,02:310CRCL,Circle Volcanics,310CRCL,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),713,02:310ECHK,"Echooka Member, Sadlerochit Formation",310ECHK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),714,02:310HCRK,Hasen Creek Formation,310HCRK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),715,02:310MNKM,Mankomen Formation,310MNKM,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),716,02:310NUKA,Nuka Formation,310NUKA,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),717,02:310NUKN,Noukeen Formation,310NUKN,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),718,02:310PYBS,Pybus Formation,310PYBS,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),719,02:310SCRK,Station Creek Formation,310SCRK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),720,02:310SKKK,Siksikpuk Formation,310SKKK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),721,02:310SKOL,Skolai Group,310SKOL,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),722,02:310STEP,Step Conglomerate,310STEP,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),723,02:310TKND,Tahkandit Limestone,310TKND,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),724,02:317CNNR,Cannery Formation,317CNNR,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),725,02:317GKGC,Gulkana Glacier Formation,317GKGC,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),726,02:317GLDH,"Golden Horn Limestone Lentil, Hasen Creek Formation",317GLDH,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),727,02:317HLCK,Halleck Formation,317HLCK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),728,02:320ALPH,Alapah Limestone of Lisburne Group,320ALPH,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),729,02:320KGRK,Kogruk Formation of Lisburne Group,320KGRK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),730,02:320LSBR,Lisburne Group,320LSBR,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),731,02:320NSRK,Nasorak Formation of Lisburne Group,320NSRK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),732,02:320RCRK,Rainy Creek Basalt,320RCRK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),733,02:320RMPR,Rampart Group,320RMPR,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),734,02:320RNBM,Rainbow Mountain Sequence,320RNBM,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),735,02:320SGNB,Saginaw Bay Formation,320SGNB,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),736,02:320TTLN,Tetelna Volcanics,320TTLN,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),737,02:320TUPK,Tupik Formation of Lisburne Group,320TUPK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),738,02:320WCSM,Wachsmuth Limestone of Lisburne Group,320WCSM,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),739,02:320WHOO,Wahoo Limestone of Lisburne Group,320WHOO,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),740,02:324LDRS,Ladrones Limestone,324LDRS,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),741,02:327KLWK,Klawak Formation,327KLWK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),742,02:330CCBF,Calico Bluff Formation of Endicott Group,330CCBF,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),743,02:330CCRK,Chute Creek Member of Totatlanika Schist,330CCRK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),744,02:330CFCK,"California Creek Member, Totatlanika Schist",330CFCK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),745,02:330ECMN,Echo Mountain Formation,330ECMN,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),746,02:330ENDC,Endicott Group,330ENDC,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),747,02:330FDLK,Ford Lake Shale,330FDLK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),748,02:330HFRK,Hunt Fork Shale of Endicott Group,330HFRK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),749,02:330IKLK,Itkilyariak Formation,330IKLK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),750,02:330IVGK,Iviagik Formation,330IVGK,10/10/2019 10:42:50 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),751,02:330IYKN,Iyoukeen Formation,330IYKN,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),752,02:330KKKK,Kekiktuk Conglomerate,330KKKK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),753,02:330KNYT,Kanayut Conglomerate of Endicott Group,330KNYT,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),754,02:330LVGD,Livengood Chert,330LVGD,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),755,02:330MCCK,"Mystic Creek Member, Totatlanika Schist",330MCCK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),756,02:330MCRK,"Moose Creek Member, Totatlanika Schist",330MCRK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),757,02:330SPCK,"Sheep Creek Member, Totatlanika Schist",330SPCK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),758,02:330SRLN,Strelna Formation,330SRLN,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),759,02:330TLNK,Totatlanika Schist,330TLNK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),760,02:330WLSL,Wellesley Formation,330WLSL,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),761,02:331KAYK,Kayak Shale of Endicott Group,331KAYK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),762,02:331PRVC,Peratrovich Formation,331PRVC,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),763,02:337CPTP,Cape Thompson Member of Nasorak Formation,337CPTP,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),764,02:337KPLK,Kapaloak Formation,337KPLK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),765,02:337NOTK,Noatak Dandstone,337NOTK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),766,02:337UTKK,Utukok Formation,337UTKK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),767,02:340BIRD,Baird Group,340BIRD,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),768,02:340CDCV,Cedar Cove Formation,340CDCV,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),769,02:340CLCK,Cleary Creek Serpentinite,340CLCK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),770,02:340ELI,Eli Limestone of Baird Group,340ELI,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),771,02:340FRRB,Freshwater Bay Formation,340FRRB,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),772,02:340GMBR,Gambier Bay Formation,340GMBR,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),773,02:340HLTN,Holitna Group,340HLTN,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),774,02:340KLCK,Kennel Creek Limestone,340KLCK,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),775,02:340MCCH,Mc Cann Hill Chert,340MCCH,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),776,02:340MKDO,Mikado Phyllite,340MKDO,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),777,02:340RTRT,Retreat Group,340RTRT,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),778,02:340SJPI,St Joseph Island Volcanics,340SJPI,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),779,02:340SKJT,Skajit Limestone,340SKJT,10/10/2019 10:42:51 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),780,02:340TGRH,Tigaraha Schist,340TGRH,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),781,02:340TLVN,Tolovana Limestone,340TLVN,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),782,02:340TNZN,Tonzona Group,340TNZN,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),783,02:340WDCP,Woodchopper Volcanics,340WDCP,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),784,02:341HDBY,Hood Bay Formation,341HDBY,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),785,02:341KGRK,Kugururok Formation,341KGRK,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),786,02:341NRVR,National River Formation,341NRVR,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),787,02:341PRFG,Port Refugio Formation,341PRFG,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),788,02:341STVR,"Stuver Member, Kanayut Conglomerate",341STVR,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),789,02:341WDLG,Wadeleigh Limestone,341WDLG,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),790,02:344AMDMB,Amy Dome Metabasalt,344AMDMB,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),791,02:344AMDMD,Amy Dome Metadiorite,344AMDMD,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),792,02:344AMDMP,Amy Dome Metaperidotite,344AMDMP,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),793,02:344BLCP,Black Cap Limestone,344BLCP,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),794,02:344CRND,Coronados Volcanics,344CRND,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),795,02:344NNOK,Nanook Limestone,344NNOK,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),796,02:344SLMR,Salmontrout Limestone,344SLMR,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),797,02:344TKTN,Takotna Formation,344TKTN,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),798,02:344VLNR,Vallenar Formation,344VLNR,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),799,02:347KRHN,Karheen Formation,347KRHN,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),800,02:347RDRV,Road River Formation,347RDRV,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),801,02:350ANNH,Anne He Pluton,350ANNH,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),802,02:350TTIN,Tatina Group,350TTIN,10/10/2019 10:42:52 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),803,02:351BPLR,Bay of Pillars Formation,351BPLR,10/10/2019 10:42:53 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),804,02:351HECT,Heceta Limestone,351HECT,10/10/2019 10:42:53 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),805,02:351KUIU,Kuiu Limestone,351KUIU,10/10/2019 10:42:53 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),806,02:351PMPK,Pyramid Peak Limestone,351PMPK,10/10/2019 10:42:53 AM,Alaska
Local Aquifer(AquiferInformation/LocalAquiferCode),807,02:351RNDU,Rendu Formation,351RNDU,10/10/2019 10:42:53 AM,Alaska
